strains,AMP,AUG,AXO,AZI,CHL,CIP,COT,FIS,FOX,GEN,KAN,NAL,STR,TET,TIO
SRR2912641,2,1,0.25,#N/A,8,0.03,0.12,32,2,0.5,#N/A,4,#N/A,32,1
SRR1556982,1,1,0.25,#N/A,4,0.01,0.12,32,2,0.25,#N/A,4,64,32,0.5
SRR3057225,1,1,0.25,#N/A,8,0.01,0.12,256,2,0.25,#N/A,4,#N/A,32,1
SRR1664299,32,32,32,#N/A,32,0.01,0.12,256,32,0.5,#N/A,4,64,32,8
SRR3295931,1,1,0.25,4,8,0.015,0.25,256,4,1,#N/A,4,64,32,1
SRR3330246,1,1,0.25,#N/A,4,0.01,0.12,32,2,0.25,#N/A,4,#N/A,4,1
SRR2228224,1,1,0.25,8,16,0.015,0.5,256,8,1,#N/A,4,64,32,1
SRR1185790,4,2,0.25,#N/A,8,0.06,0.12,#N/A,16,0.25,#N/A,16,#N/A,4,1
SRR1752711,2,1,0.25,#N/A,8,0.01,0.5,32,4,16,#N/A,4,#N/A,4,1
SRR3664984,32,32,8,4,8,0.015,0.12,256,16,0.5,64,4,#N/A,32,8
SRR3932904,32,16,0.25,4,8,0.015,0.12,256,4,16,#N/A,4,64,4,1
SRR1793242,2,2,0.25,#N/A,8,0.01,0.12,64,8,0.25,#N/A,4,#N/A,4,1
SRR3111274,32,8,0.25,#N/A,8,0.01,0.12,64,2,0.25,#N/A,4,#N/A,32,1
SRR1525263,2,2,0.25,#N/A,8,0.03,0.12,#N/A,2,0.25,#N/A,4,#N/A,4,0.5
SRR2407554,1,1,0.25,4,8,0.015,0.12,16,4,1,#N/A,2,8,32,2
SRR3219165,32,32,32,#N/A,4,0.01,0.12,256,32,0.5,#N/A,2,64,32,8
SRR3295838,1,1,0.25,4,8,0.015,4,256,4,0.25,#N/A,4,16,32,1
SRR3173551,32,32,16,#N/A,8,0.01,0.12,256,32,0.25,#N/A,4,#N/A,32,8
SRR2637856,1,1,0.25,2,32,0.015,4,256,4,0.5,#N/A,4,32,4,1
SRR3745544,1,1,0.25,#N/A,4,0.01,0.12,256,2,16,#N/A,2,64,32,1
SRR3606589,32,8,0.25,#N/A,8,0.01,0.12,32,4,16,#N/A,4,#N/A,32,1
SRR4019216,1,1,0.25,#N/A,8,0.01,0.12,32,4,0.5,#N/A,2,64,32,1
SRR3156385,1,1,0.25,2,4,0.015,0.125,16,2,0.5,#N/A,2,64,32,0.5
SRR3330226,2,1,0.25,#N/A,8,0.01,0.12,64,2,0.25,#N/A,4,#N/A,4,1
SRR1363283,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.25,#N/A,4,64,32,0.5
SRR3210569,1,1,0.25,#N/A,8,0.01,0.12,64,4,1,#N/A,2,#N/A,4,1
SRR3295632,32,32,16,4,8,0.015,0.125,256,32,0.5,#N/A,4,64,32,8
SRR2407559,32,32,16,4,8,0.015,0.12,256,32,0.25,#N/A,2,4,32,8
SRR3289778,32,8,0.25,#N/A,8,0.03,0.12,64,2,0.25,#N/A,4,#N/A,4,1
SRR3156390,1,1,0.25,4,4,0.015,0.125,32,2,2,#N/A,4,32,4,0.5
SRR1574259,32,16,0.25,#N/A,4,0.01,0.12,256,1,0.25,#N/A,4,64,32,0.5
SRR1763832,1,1,0.25,#N/A,4,0.03,0.12,256,2,16,#N/A,4,64,4,0.5
SRR2533441,2,1,0.25,#N/A,8,0.01,0.12,256,4,0.5,#N/A,4,#N/A,4,1
SRR2533490,1,1,0.25,#N/A,4,0.01,0.12,32,2,0.25,#N/A,2,#N/A,32,0.5
SRR3330387,1,1,0.25,#N/A,4,0.01,0.12,64,1,0.25,#N/A,2,#N/A,4,1
SRR2510825,1,1,0.25,#N/A,8,0.01,0.12,64,4,1,#N/A,4,#N/A,4,1
SRR2567046,1,1,0.25,4,8,0.015,0.12,32,4,0.25,8,2,#N/A,4,1
SRR3664948,2,1,0.25,4,8,0.03,0.12,64,4,0.5,8,4,#N/A,4,1
SRR2999650,1,2,0.25,#N/A,8,0.01,0.12,64,2,0.25,#N/A,4,#N/A,4,1
SRR2188131,1,1,0.25,4,8,0.015,0.25,256,4,0.5,#N/A,4,16,32,1
SRR1646941,2,2,0.25,#N/A,8,0.01,0.12,64,8,0.5,#N/A,4,#N/A,32,1
SRR3509889,1,1,0.25,#N/A,4,0.01,0.12,32,2,0.25,#N/A,4,#N/A,4,1
SRR1805656,32,16,0.25,#N/A,8,0.01,0.12,64,4,0.5,#N/A,4,#N/A,4,2
SRR3057227,1,1,0.25,#N/A,8,0.03,0.12,64,2,0.5,#N/A,4,#N/A,4,1
SRR3062687,1,1,0.25,4,8,0.015,0.25,256,4,0.25,#N/A,4,32,32,1
SRR3136891,1,1,0.25,#N/A,4,0.01,0.12,32,2,0.5,#N/A,2,#N/A,4,1
SRR2567065,32,32,8,2,4,0.015,0.12,256,32,1,8,4,#N/A,32,8
SRR2973834,1,1,0.25,4,8,0.015,0.125,64,4,0.25,#N/A,4,8,32,1
SRR1556103,1,1,0.25,#N/A,8,0.01,0.12,32,4,0.5,#N/A,4,#N/A,8,1
SRR1363281,1,1,0.25,#N/A,4,0.01,0.12,#N/A,2,0.25,#N/A,4,#N/A,4,0.5
SRR3295643,32,32,32,16,32,0.03,4,256,32,16,#N/A,4,64,32,8
SRR3932899,32,32,4,2,4,0.015,0.12,256,16,0.25,#N/A,2,4,32,8
SRR3933009,1,1,0.25,4,8,0.015,0.12,32,2,0.5,#N/A,4,2,4,1
SRR3038515,1,2,0.25,2,4,0.015,0.125,256,4,16,#N/A,4,64,4,1
SRR2102423,32,32,32,#N/A,8,0.01,0.25,256,32,0.25,#N/A,2,64,32,8
SRR2078274,1,1,0.25,#N/A,8,0.03,0.12,64,2,0.25,#N/A,4,#N/A,32,1
SRR3932898,32,32,16,4,8,0.015,0.12,256,32,0.5,#N/A,4,8,32,8
SRR3295863,1,1,0.25,2,4,0.015,0.125,16,4,0.5,#N/A,2,8,32,1
SRR2226895,1,1,0.25,2,4,0.015,0.125,32,2,1,#N/A,2,16,4,1
SRR3091343,32,8,0.25,#N/A,8,0.03,0.25,256,4,16,#N/A,4,64,32,1
SRR1363285,1,1,0.25,#N/A,8,0.01,0.12,#N/A,2,0.25,#N/A,4,#N/A,4,0.5
SRR3089993,32,32,16,#N/A,8,0.01,0.12,256,32,0.25,#N/A,4,#N/A,32,8
SRR3091411,1,1,0.25,#N/A,4,0.03,0.12,32,2,1,#N/A,4,64,32,1
SRR1914406,32,32,16,#N/A,4,0.01,0.12,256,32,0.25,#N/A,4,#N/A,32,8
SRR1822293,1,1,0.25,#N/A,8,0.03,0.12,64,2,0.5,#N/A,4,#N/A,4,1
SRR3045972,2,1,0.25,#N/A,4,0.01,0.12,64,2,0.25,#N/A,4,#N/A,4,1
SRR1783212,32,8,0.25,#N/A,4,0.01,0.12,256,1,16,#N/A,2,64,32,0.5
SRR3223154,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.25,#N/A,4,#N/A,4,1
SRR1528516,32,16,0.25,#N/A,8,0.01,0.25,256,4,16,#N/A,4,64,4,1
SRR1982138,1,1,0.25,#N/A,8,0.01,0.12,32,4,0.25,#N/A,4,#N/A,4,1
SRR1637043,32,16,0.25,#N/A,8,0.01,0.12,#N/A,2,0.5,#N/A,8,#N/A,4,1
SRR2407567,1,1,0.25,4,32,0.015,0.12,256,1,16,#N/A,2,64,32,0.5
SRR3098660,1,1,0.25,#N/A,4,0.01,0.12,256,2,16,#N/A,2,64,32,1
SRR3665067,1,1,0.25,4,4,0.03,0.12,64,2,0.25,8,4,#N/A,4,1
SRR1951841,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.5,#N/A,2,64,32,0.5
SRR2982337,32,1,0.25,#N/A,8,0.01,0.12,256,2,0.25,#N/A,4,#N/A,32,1
SRR3933013,1,1,0.25,2,4,0.015,0.12,32,4,0.5,#N/A,2,64,32,0.5
SRR3146670,32,8,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,2,#N/A,32,1
SRR3664938,1,1,0.25,4,4,0.015,0.12,64,2,1,8,2,#N/A,4,0.5
SRR2583952,1,1,0.25,#N/A,8,0.01,0.12,32,2,1,#N/A,4,#N/A,4,1
SRR3188160,32,8,0.25,#N/A,8,0.01,0.12,64,2,0.25,#N/A,4,#N/A,32,1
SRR2669161,32,8,0.25,#N/A,8,0.01,0.12,32,2,16,#N/A,4,#N/A,32,1
SRR3664679,32,32,16,2,4,0.015,0.12,64,32,1,8,4,64,4,8
SRR2407570,1,1,0.25,4,4,0.015,0.12,32,2,0.5,#N/A,2,64,32,0.5
SRR2981109,1,1,0.25,8,8,0.015,0.125,64,2,0.5,#N/A,4,8,4,0.5
SRR3933044,1,1,0.25,2,4,0.015,0.12,32,2,0.5,#N/A,2,64,32,0.5
SRR1334559,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.25,#N/A,4,64,32,1
SRR3098657,1,1,0.25,#N/A,8,0.01,0.25,32,4,0.5,#N/A,4,#N/A,4,1
SRR3057231,1,1,0.25,#N/A,4,0.03,0.12,64,8,0.25,#N/A,2,#N/A,32,1
SRR2407657,2,1,0.25,8,8,0.03,0.12,64,4,0.5,#N/A,4,16,4,1
SRR2567162,1,1,0.25,4,4,0.015,0.12,16,2,0.5,8,4,#N/A,4,0.5
SRR2567027,32,8,0.25,4,8,0.015,0.12,256,2,16,8,4,64,4,1
SRR3173696,1,1,0.25,#N/A,8,0.01,0.12,256,2,0.5,#N/A,4,#N/A,32,0.5
SRR1951843,1,1,0.25,#N/A,8,0.01,0.12,32,2,2,#N/A,4,#N/A,4,0.5
SRR3295703,32,8,0.25,4,8,0.015,0.125,256,2,0.5,#N/A,4,64,32,1
SRR1299378,32,32,16,#N/A,8,0.01,0.12,256,32,0.5,#N/A,4,#N/A,32,8
SRR3740187,32,32,32,#N/A,8,0.01,0.12,256,32,0.25,#N/A,4,#N/A,32,8
SRR3664876,1,1,0.25,4,8,0.015,0.12,16,4,0.5,8,4,#N/A,4,0.5
SRR3148244,1,1,0.25,4,8,0.015,0.125,32,4,0.5,#N/A,4,64,4,1
SRR2999646,1,1,0.25,#N/A,8,0.01,0.12,256,2,0.25,#N/A,4,64,32,1
SRR2599658,32,16,0.25,#N/A,4,0.03,0.12,64,2,1,#N/A,4,64,32,1
SRR2407702,1,1,0.25,8,8,0.03,0.12,32,2,0.5,#N/A,4,8,4,1
SRR2962367,1,1,0.25,#N/A,4,0.01,0.12,32,2,0.5,#N/A,2,64,32,1
SRR2016696,32,16,0.25,#N/A,4,0.01,0.12,256,2,16,#N/A,2,64,32,0.5
SRR3932951,1,1,0.25,4,32,0.015,0.12,256,8,0.25,#N/A,4,64,32,1
SRR2407719,1,1,0.25,4,8,0.015,0.12,16,4,16,#N/A,2,64,32,1
SRR3115184,32,8,0.25,#N/A,8,0.01,0.12,64,8,16,#N/A,4,64,32,1
SRR3001180,1,1,0.25,2,4,0.015,0.125,16,4,0.25,#N/A,4,8,4,1
SRR3295864,1,1,0.25,8,16,0.015,0.125,64,4,1,#N/A,2,16,32,0.5
SRR4280572,1,1,0.25,8,8,0.03,0.12,32,8,0.5,#N/A,4,8,32,1
SRR3933077,1,2,0.25,4,8,0.03,0.12,32,4,0.5,#N/A,4,8,4,2
SRR2407671,32,32,16,4,4,0.015,0.12,32,32,0.5,#N/A,2,64,32,8
SRR3295554,2,1,0.25,2,8,0.03,0.12,32,4,0.5,#N/A,8,2,4,1
SRR1773837,1,1,0.25,#N/A,8,0.03,0.12,64,2,0.25,#N/A,8,#N/A,4,0.5
SRR2533379,1,1,0.25,#N/A,4,0.01,0.12,32,4,0.5,#N/A,4,64,32,1
SRR1272788,1,1,0.25,#N/A,4,0.01,0.12,#N/A,2,0.25,#N/A,8,64,32,0.5
SRR1363299,32,32,64,#N/A,32,0.03,0.25,#N/A,16,0.5,#N/A,4,64,32,8
SRR3000023,32,32,32,4,8,0.015,0.125,16,32,0.5,#N/A,4,8,4,8
SRR1777697,32,16,0.25,#N/A,4,0.01,0.12,256,2,16,#N/A,4,64,4,1
SRR3295540,1,1,0.25,2,8,0.015,0.12,32,2,0.5,#N/A,4,8,4,0.5
SRR2567203,2,2,0.25,4,8,0.03,0.12,32,2,0.25,8,4,#N/A,4,1
SRR2143494,1,1,0.25,#N/A,8,0.01,0.25,32,2,0.25,#N/A,2,#N/A,4,1
SRR3344469,32,16,0.25,#N/A,4,0.03,0.12,64,2,0.5,#N/A,4,64,32,1
SRR2912651,32,8,0.25,#N/A,8,0.01,0.12,32,2,16,#N/A,4,#N/A,32,1
SRR3664753,1,1,0.25,4,4,0.015,0.12,16,2,0.5,8,4,#N/A,4,0.5
SRR2917937,1,1,0.25,#N/A,8,0.01,0.12,64,4,0.5,#N/A,4,#N/A,16,0.5
SRR2989169,1,1,0.25,2,4,0.015,0.125,256,2,0.5,#N/A,4,4,32,1
SRR2078201,32,32,16,#N/A,8,0.01,0.12,32,32,0.5,#N/A,4,#N/A,4,8
SRR3057216,32,32,16,#N/A,8,0.01,0.12,256,32,0.25,#N/A,4,#N/A,32,8
SRR2912655,1,1,0.25,#N/A,4,0.01,0.12,256,2,8,#N/A,4,#N/A,4,0.5
SRR3330602,32,8,0.25,#N/A,8,0.03,0.12,32,4,0.25,#N/A,4,#N/A,32,1
SRR3664898,32,16,0.25,2,4,0.015,0.12,256,2,16,8,2,64,32,1
SRR3146574,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.25,#N/A,2,64,32,0.5
SRR3665004,1,1,0.25,4,4,0.015,0.12,256,2,0.25,64,4,#N/A,32,1
SRR1334138,32,8,0.25,#N/A,8,0.01,0.12,64,4,0.25,#N/A,4,#N/A,4,0.5
SRR3000028,32,8,0.25,4,32,0.015,0.25,256,1,0.5,#N/A,4,64,32,0.5
SRR2071019,1,1,0.25,#N/A,8,0.01,0.12,32,4,0.5,#N/A,4,#N/A,4,1
SRR4280618,1,1,0.25,4,8,0.015,0.12,32,2,0.25,#N/A,2,64,32,0.5
SRR3295599,2,2,0.25,4,4,0.015,0.12,256,8,16,#N/A,4,32,32,1
SRR3295776,32,32,4,1,4,0.015,0.125,32,16,1,#N/A,2,64,4,8
SRR2599651,1,1,0.25,#N/A,8,0.01,0.12,128,2,0.5,#N/A,4,#N/A,4,1
SRR1299379,1,1,0.25,#N/A,8,0.01,0.12,32,2,0.25,#N/A,4,#N/A,32,1
SRR3223757,2,1,0.25,#N/A,8,0.01,0.12,64,4,0.5,#N/A,4,64,4,1
SRR3173700,32,16,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,32,1
SRR3242352,32,16,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,32,1
SRR2533342,1,1,0.25,#N/A,4,0.01,0.12,256,2,16,#N/A,2,#N/A,4,1
SRR1664193,1,1,0.25,#N/A,4,0.01,0.12,32,1,0.25,#N/A,4,#N/A,32,1
SRR3295846,1,1,0.25,4,8,0.015,0.125,32,4,1,#N/A,2,16,32,1
SRR2533549,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.25,#N/A,2,#N/A,4,0.5
SRR2002456,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,32,1
SRR3664715,1,1,0.25,2,4,0.015,0.12,16,2,0.5,8,4,64,4,0.5
SRR3295805,1,2,0.25,4,8,0.015,0.125,256,4,1,#N/A,4,16,32,1
SRR1363307,1,1,0.25,#N/A,4,0.01,0.12,#N/A,2,0.25,#N/A,4,#N/A,4,0.5
SRR3295513,1,1,0.25,4,8,0.015,0.12,32,4,0.5,#N/A,4,16,4,1
SRR1583122,32,8,0.25,#N/A,8,0.01,0.12,256,1,16,#N/A,4,64,32,0.5
SRR3289814,2,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,32,1
SRR1553781,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.5,#N/A,2,#N/A,32,1
SRR3295878,1,1,0.25,4,8,0.015,0.125,32,4,0.25,#N/A,4,16,32,1
SRR3110470,32,16,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,32,1
SRR3295836,2,1,0.25,4,8,0.015,0.125,64,8,0.5,#N/A,4,8,32,2
SRR3740194,2,1,0.25,#N/A,4,0.03,0.12,64,4,0.5,#N/A,2,#N/A,4,1
SRR3295785,1,1,0.25,4,8,0.03,0.125,32,2,0.5,#N/A,4,64,32,1
SRR1813427,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.25,#N/A,4,#N/A,4,0.5
SRR2567140,1,1,0.25,4,8,0.015,0.12,256,4,0.5,8,4,#N/A,32,1
SRR2226943,1,1,0.25,4,8,0.015,0.125,64,16,0.5,#N/A,4,8,4,1
SRR2568395,1,1,0.25,#N/A,8,0.01,0.12,32,2,0.5,#N/A,2,#N/A,4,0.5
SRR2638018,1,1,0.25,16,8,0.015,0.125,16,2,0.5,#N/A,2,8,32,0.5
SRR2973726,1,1,0.25,4,8,0.015,0.25,256,8,0.5,#N/A,4,8,32,1
SRR1980608,32,32,16,#N/A,8,0.03,0.12,256,32,0.25,#N/A,4,#N/A,32,8
SRR3665088,1,1,0.25,4,8,0.015,0.12,64,4,0.5,8,2,#N/A,4,1
SRR3038513,2,2,0.25,4,8,0.015,0.125,16,4,1,#N/A,4,32,4,1
SRR2566975,1,1,0.25,2,4,0.015,0.12,32,2,0.5,8,4,64,4,0.5
SRR3664861,1,1,0.25,4,8,0.015,0.12,16,2,0.5,8,4,#N/A,4,0.5
SRR2567032,1,1,0.25,4,4,0.015,0.12,256,2,0.25,8,4,#N/A,32,0.5
SRR3664795,1,1,0.25,4,4,0.015,0.12,16,2,0.25,8,4,#N/A,4,0.5
SRR1185804,1,1,0.25,#N/A,4,0.01,0.12,#N/A,2,0.25,#N/A,4,#N/A,4,0.5
SRR3665032,32,16,0.25,2,4,0.015,0.12,32,2,0.5,8,4,64,32,1
SRR2566941,32,8,0.25,4,8,0.015,0.12,32,4,0.5,8,2,#N/A,32,1
SRR3665096,1,1,0.25,4,4,0.015,0.12,256,4,0.5,8,2,#N/A,32,1
SRR1735398,1,2,0.25,#N/A,4,0.01,0.12,#N/A,2,0.5,#N/A,4,#N/A,32,0.5
SRR3184167,32,16,0.25,#N/A,8,0.01,0.12,256,4,16,#N/A,4,#N/A,32,1
SRR2407759,1,1,0.25,4,4,0.03,0.12,16,2,0.5,#N/A,4,64,32,1
SRR3295780,1,1,0.25,4,8,0.015,0.125,64,4,0.5,#N/A,4,8,32,1
SRR3295880,1,1,0.25,4,8,0.015,0.25,256,4,0.5,#N/A,4,64,32,1
SRR3295559,2,2,0.25,4,8,0.03,0.12,64,8,0.5,#N/A,4,16,4,2
SRR2064108,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,32,1
SRR3062682,1,1,0.25,4,8,0.015,0.125,32,4,0.25,#N/A,4,8,32,0.5
SRR3933026,1,1,0.25,4,8,0.015,0.12,32,4,0.5,#N/A,4,8,4,1
SRR3665197,1,1,0.25,4,4,0.03,0.12,64,2,0.5,8,4,#N/A,4,1
SRR3295829,1,1,0.25,4,8,0.015,0.25,256,4,1,#N/A,4,64,32,1
SRR2002470,1,1,0.25,#N/A,8,0.01,0.25,256,4,0.5,#N/A,4,#N/A,32,1
SRR3932918,1,1,0.25,4,8,0.015,0.12,32,4,0.25,#N/A,4,4,4,0.5
SRR1575958,2,1,0.25,#N/A,8,0.01,0.12,64,2,0.25,#N/A,4,64,32,1
SRR3185052,32,8,0.25,#N/A,4,0.01,0.12,64,1,1,#N/A,4,64,32,0.5
SRR2568394,1,1,0.25,#N/A,4,0.01,0.12,64,2,1,#N/A,4,64,32,1
SRR1767783,1,1,0.25,#N/A,4,0.01,0.12,16,1,0.25,#N/A,2,#N/A,4,0.5
SRR3295682,1,1,0.25,8,8,0.03,0.125,64,4,0.25,#N/A,4,8,32,1
SRR2939562,32,2,64,2,32,0.125,4,256,4,16,#N/A,32,64,32,8
SRR1946974,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,4,1
SRR3665282,1,1,0.25,4,4,0.015,0.12,64,2,0.5,8,2,64,32,1
SRR3294527,32,16,0.25,#N/A,8,0.01,0.12,64,1,0.5,#N/A,4,64,32,2
SRR3665283,1,1,0.25,8,4,0.015,0.12,16,2,0.25,8,2,#N/A,4,0.5
SRR1556088,1,1,0.25,#N/A,8,0.01,0.12,64,4,0.25,#N/A,4,64,32,0.5
SRR1528483,1,1,0.25,#N/A,4,0.01,0.12,64,1,0.5,#N/A,4,#N/A,4,0.5
SRR3091332,1,1,0.25,#N/A,8,0.01,0.12,32,2,0.5,#N/A,4,#N/A,4,1
SRR1713620,1,1,0.25,#N/A,8,0.01,0.12,#N/A,2,0.5,#N/A,4,#N/A,4,0.5
SRR3295662,1,1,0.25,4,8,0.015,0.125,32,8,0.25,#N/A,4,4,32,0.5
SRR1588690,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,4,0.5
SRR1752782,1,1,0.25,#N/A,4,0.01,0.12,128,4,0.5,#N/A,4,64,32,1
SRR3062667,1,1,0.25,2,4,0.015,0.125,256,4,16,#N/A,2,64,4,1
SRR1299297,2,1,0.25,#N/A,8,0.01,0.12,#N/A,2,0.5,#N/A,8,#N/A,32,1
SRR1609684,1,1,0.25,#N/A,8,0.01,0.12,64,1,0.25,#N/A,4,#N/A,4,1
SRR2567170,1,1,0.25,2,4,0.03,0.12,32,2,0.5,8,2,64,32,0.5
SRR3665074,32,32,64,16,32,0.015,4,256,32,16,64,4,64,32,8
SRR3932983,1,1,0.25,8,8,0.03,0.12,16,4,0.5,#N/A,4,4,4,1
SRR3295731,1,1,0.25,2,8,0.015,0.125,64,2,0.5,#N/A,4,8,32,1
SRR1783223,2,1,0.25,#N/A,4,0.01,0.12,#N/A,4,0.5,#N/A,4,#N/A,32,1
SRR2407779,32,16,0.25,4,8,0.015,0.12,32,2,0.25,#N/A,4,16,4,1
SRR3110476,1,1,0.25,#N/A,4,0.01,0.12,64,2,0.5,#N/A,2,#N/A,4,1
SRR3001181,1,1,0.25,4,8,0.015,0.125,16,8,0.5,#N/A,4,32,16,1
SRR3203829,32,8,8,4,32,0.015,0.125,256,2,16,#N/A,4,32,32,4
SRR3295507,1,1,0.25,2,4,0.03,0.12,32,4,0.5,#N/A,4,2,4,1
SRR2156635,32,8,0.25,#N/A,8,0.01,0.12,256,2,16,#N/A,4,64,32,1
SRR3295930,32,16,0.25,2,4,0.015,0.125,32,2,0.5,#N/A,4,64,32,1
SRR1812831,32,32,4,#N/A,8,0.03,0.12,256,16,0.5,#N/A,4,#N/A,32,8
SRR2567105,32,8,0.25,4,8,0.015,0.12,32,2,0.5,8,2,#N/A,32,1
SRR4280597,1,1,0.25,4,4,0.015,0.12,32,2,1,#N/A,2,16,32,1
SRR1220732,2,2,0.25,#N/A,4,0.01,0.12,#N/A,2,1,#N/A,4,#N/A,4,0.5
SRR3295567,2,2,0.25,4,4,0.015,0.12,32,4,0.5,#N/A,2,4,4,1
SRR2407694,2,1,0.25,4,4,0.03,0.12,32,2,1,#N/A,2,8,4,1
SRR2566955,32,32,32,4,8,0.015,0.12,256,32,0.5,64,2,#N/A,32,8
SRR3185048,2,1,0.25,#N/A,8,0.03,0.12,32,2,0.5,#N/A,8,#N/A,4,1
SRR3306207,32,32,16,#N/A,4,0.01,0.12,128,32,0.5,#N/A,2,64,32,8
SRR3664959,1,1,0.25,4,8,0.015,0.12,64,4,0.5,8,4,#N/A,4,1
SRR2566974,32,32,8,4,8,0.015,0.12,256,32,0.5,64,4,#N/A,32,8
SRR3062674,32,8,0.25,2,8,0.015,0.125,256,2,0.5,#N/A,4,64,32,1
SRR3271887,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.5,#N/A,4,#N/A,4,1
SRR3330229,2,1,0.25,#N/A,4,0.03,0.12,64,4,0.5,#N/A,8,#N/A,4,1
SRR1534892,1,1,0.25,#N/A,4,0.01,0.12,64,1,0.25,#N/A,2,64,32,0.5
SRR2143493,1,1,0.25,#N/A,8,0.01,0.25,256,2,0.5,#N/A,4,#N/A,4,0.5
SRR3091348,32,32,16,#N/A,8,0.03,0.12,64,32,0.5,#N/A,4,#N/A,4,8
SRR1713641,2,1,0.25,#N/A,8,0.01,0.12,#N/A,4,16,#N/A,4,#N/A,4,1
SRR3116169,1,1,0.25,#N/A,4,0.01,0.12,64,4,1,#N/A,4,#N/A,32,1
SRR3665085,2,2,0.25,4,8,0.015,0.12,64,1,0.5,8,2,#N/A,4,1
SRR3665176,1,1,0.25,4,8,0.03,0.12,64,1,0.5,8,4,#N/A,4,1
SRR1198889,1,1,0.25,#N/A,4,0.01,0.12,#N/A,8,0.25,#N/A,4,#N/A,32,0.5
SRR3665251,1,1,0.25,4,4,0.015,0.12,16,4,0.5,8,2,64,32,1
SRR3295719,32,32,64,2,32,0.015,0.25,256,32,0.5,#N/A,4,64,32,8
SRR3180041,32,16,0.25,4,32,0.015,0.25,256,2,0.5,#N/A,2,64,32,1
SRR2979527,32,16,0.25,#N/A,8,0.01,0.12,256,2,0.25,#N/A,4,#N/A,32,1
SRR2976054,32,32,8,#N/A,32,0.01,0.12,256,32,0.5,#N/A,4,64,32,8
SRR3664973,32,32,64,8,8,0.015,0.12,64,32,8,8,8,64,32,8
SRR3295601,2,2,0.25,4,8,0.03,0.12,32,8,0.5,#N/A,4,16,4,2
SRR3110326,1,1,0.25,#N/A,4,0.01,0.12,256,4,0.25,#N/A,2,#N/A,32,0.5
SRR1801548,1,1,0.25,#N/A,8,0.01,0.12,256,2,16,#N/A,4,64,32,1
SRR2188117,1,1,0.25,2,4,0.015,0.125,16,2,0.5,#N/A,4,8,32,1
SRR2566994,1,1,0.25,4,8,0.015,0.12,256,2,16,64,4,64,32,0.5
SRR2533556,1,1,0.25,#N/A,8,0.01,0.12,256,4,0.5,#N/A,4,#N/A,4,1
SRR2542501,1,1,0.25,#N/A,4,0.01,0.12,16,4,0.25,#N/A,2,64,32,1
SRR1615088,1,1,0.25,#N/A,8,0.01,0.12,64,2,0.25,#N/A,4,#N/A,4,0.5
SRR2567029,32,8,0.25,4,32,0.03,0.12,256,2,0.5,8,4,64,32,1
SRR3180048,32,32,32,4,32,0.015,0.125,256,32,0.5,#N/A,2,64,32,8
SRR3665092,32,32,64,8,32,0.03,4,256,32,16,64,4,64,32,8
SRR1823693,1,1,0.25,#N/A,4,0.01,0.12,32,2,0.5,#N/A,4,64,32,1
SRR3115378,32,32,32,2,32,0.015,0.125,256,32,0.5,#N/A,2,64,32,8
SRR1908939,32,8,0.25,#N/A,8,0.01,0.12,256,2,16,#N/A,4,64,4,1
SRR2669162,1,1,0.25,#N/A,4,0.01,0.12,256,2,0.25,#N/A,4,#N/A,32,1
SRR3085611,1,1,0.25,2,4,0.015,0.125,16,4,0.25,#N/A,4,64,4,0.5
SRR3295914,1,1,0.25,4,8,0.015,0.125,64,8,0.25,#N/A,4,8,32,1
SRR3223103,32,8,0.25,#N/A,8,0.01,0.12,256,2,1,#N/A,8,64,32,1
SRR1200760,2,2,0.25,#N/A,4,0.03,0.12,#N/A,8,0.5,#N/A,4,#N/A,4,0.5
SRR2125038,32,16,0.25,#N/A,8,0.01,0.25,256,4,16,#N/A,4,64,4,1
SRR2239757,1,1,0.25,2,4,0.015,0.125,128,4,0.5,#N/A,4,4,4,0.5
SRR2973724,1,2,0.25,4,8,0.015,0.125,64,4,0.25,#N/A,4,4,32,1
SRR1198890,32,32,8,#N/A,4,0.01,0.12,#N/A,16,0.25,#N/A,4,64,32,8
SRR3173688,1,1,0.25,#N/A,4,0.01,0.12,256,4,0.25,#N/A,4,#N/A,32,1
