,features
65669,0.356051624
65670,3.03700757
65671,2.047301531
65672,0.320795208
65673,0.74497664
65674,1.821142673
65675,3.548527956
65676,0.764183402
65677,-0.334848791
65678,1.298369765
65679,-0.060638137
65680,2.157390118
65681,0.581099451
65682,0.169524729
65683,3.097280741
65684,0.278475404
65685,0.061499018
65686,-0.036861259
65687,0.829520702
65688,0.262344509
65689,2.961023092
65690,0.436694056
65691,1.765292525
65692,1.913369179
65693,0.360731035
65694,3.642086744
65695,3.045884609
65696,3.696418285
65697,-0.471651405
65698,2.924117804
65699,-0.003595866
65700,1.212332368
65701,0.225267559
65702,3.40610528
65703,2.090676069
65704,0.431072712
65705,0.768807411
65706,1.542321444
65707,3.229256153
65708,0.801782846
65709,-0.326802909
65710,0.937641144
65711,0.23083958
65712,2.159538507
65713,0.721596122
65714,0.300793678
65715,2.713173151
65716,0.337170094
65717,-0.051456366
65718,0.201693624
65719,1.156491518
65720,0.399249911
65721,3.118191004
65722,0.400229543
65723,1.934128642
65724,2.072387457
65725,0.142928451
65726,3.567752361
65727,2.776351929
65728,3.895525217
65729,-0.834518135
65730,2.627572298
65731,0.077468783
65732,1.364389658
65733,0.257540911
65734,3.223656654
65735,2.308657408
65736,0.411864042
65737,0.961178124
65738,1.697667837
65739,3.263847351
65740,0.600538373
65741,-0.546870887
65742,1.151228189
65743,-0.190931901
65744,2.34546113
65745,0.72231102
65746,0.361726463
65747,2.943995237
65748,0.408567756
65749,-0.086612113
65750,-0.064110287
65751,0.888820052
65752,0.69124198
65753,2.783559561
65754,0.400128484
65755,1.922512412
65756,1.836663008
65757,0.437100202
65758,3.412148952
65759,3.101436615
65760,3.575319529
65761,-0.491095245
65762,2.755506992
65763,-0.073823184
65764,1.153121114
65765,0.276016921
65766,3.176600933
65767,2.174645901
65768,0.377474785
65769,0.554938257
65770,1.495111108
65771,3.874062538
65772,0.819484413
65773,-0.722569406
65774,0.976072609
65775,-0.009738986
65776,2.325374603
65777,0.645367265
65778,0.21609056
65779,2.776506662
65780,0.287110627
65781,0.080582738
65782,-0.086464569
65783,0.728674173
65784,0.83701694
65785,3.033323288
65786,0.447327137
65787,1.89787209
65788,1.904979825
65789,0.323067695
65790,3.559711933
65791,3.087550402
65792,3.59597373
65793,-0.649048626
65794,2.645103931
65795,-0.096034579
65796,1.314289451
65797,0.478472888
65798,3.495919466
65799,1.977832079
65800,0.369593263
65801,0.824897468
65802,1.609161854
65803,3.592466831
65804,0.639231682
65805,-0.537400544
65806,1.150382876
65807,0.184674129
65808,2.217760801
65809,0.72991097
65810,0.227502748
65811,3.009982824
65812,0.348374724
65813,-0.077136979
65814,-0.116845548
65815,0.785197794
65816,0.61098069
65817,3.048196077
65818,0.380464137
65819,1.936462879
65820,2.111079931
65821,0.345329016
65822,3.271761417
65823,2.524819374
65824,3.812303066
65825,-0.387550801
65826,2.760151625
65827,-0.060158819
65828,1.311602354
65829,0.5405581
65830,3.266514063
65831,2.147129297
65832,0.312861204
65833,0.747730136
65834,1.44539392
65835,3.459975481
65836,0.739432633
65837,-0.482221156
65838,1.324169874
65839,0.234868899
65840,2.28663826
65841,0.63143754
65842,0.450300902
65843,2.958257437
65844,0.55054152
65845,-0.210568488
65846,0.109295733
65847,0.893929362
65848,0.677727103
65849,3.227813959
65850,0.563292682
65851,1.966927052
65852,1.940633535
65853,0.334487736
65854,4.04613781
65855,2.710395575
65856,3.63683176
65857,-0.897023618
65858,2.939176083
65859,0.107961796
65860,1.316357493
65861,0.307813108
65862,3.601798773
65863,1.995355964
65864,0.326323718
65865,0.306084096
65866,2.039787054
65867,3.464854479
65868,0.5820508
65869,0.083627522
65870,1.218206763
65871,0.597713351
65872,2.462463617
65873,0.656576276
65874,0.40138045
65875,3.078640938
65876,0.327200234
65877,0.213635743
65878,-0.023600457
65879,0.987229228
65880,0.643971562
65881,2.983986855
65882,0.434663385
65883,1.852039933
65884,1.892750144
65885,0.626740158
65886,3.624501467
65887,2.863078833
65888,3.274208307
65889,-0.364258856
65890,2.722453356
65891,0.140498042
65892,1.304450274
65893,0.330150723
65894,3.079700232
65895,2.088354588
65896,0.43762508
65897,0.84233427
65898,1.582298875
65899,3.467081547
65900,0.506914377
65901,-0.364551693
65902,1.207018614
65903,-0.068404354
65904,2.473127365
65905,0.757836521
65906,0.291147918
65907,2.88400507
65908,0.230049774
65909,0.235078722
65910,-0.195462376
65911,0.920942485
65912,0.651530087
65913,3.197700739
65914,0.428627133
65915,2.123988152
65916,1.916544318
65917,0.453875989
65918,3.671112061
65919,2.704591274
65920,3.453888655
65921,-0.636231542
65922,2.578043461
65923,-0.045566786
65924,1.124204159
65925,0.293575376
65926,3.437857866
65927,2.101578474
65928,0.41884613
65929,0.574670494
65930,1.708966613
65931,4.056500435
65932,0.684517324
65933,-0.524635315
65934,1.14410615
65935,0.046763193
65936,2.22119236
65937,0.775636077
65938,0.361709267
65939,2.855502367
65940,0.384253353
65941,-0.16503863
65942,-0.065474533
65943,0.674477398
65944,0.378478825
65945,2.993156672
65946,0.401406139
65947,2.187770128
65948,1.979879379
65949,0.140407205
65950,3.778952837
65951,3.006966829
65952,3.678771257
65953,-0.511728585
65954,2.661874533
65955,-0.130399361
65956,1.221170425
65957,0.288158923
65958,3.084546566
65959,2.007847071
65960,0.300577104
65961,0.5624066
65962,1.963084102
65963,3.664630175
65964,0.701496542
65965,-0.343054384
65966,1.083709478
65967,-0.032745812
65968,2.414745569
65969,0.633150816
65970,0.32795465
65971,3.164655685
65972,0.359223604
65973,-0.15313679
65974,-0.037993845
65975,0.932041824
65976,0.737443864
65977,3.032212019
65978,0.616081715
65979,1.780307055
65980,1.836690784
65981,0.212965235
65982,3.527294636
65983,2.975044489
65984,3.799759865
65985,-0.717815101
65986,2.713923693
65987,-0.1875723
65988,1.264872789
65989,0.314319372
65990,3.45241785
65991,1.998470545
65992,0.439378977
65993,0.650867403
65994,1.553526759
65995,3.502733469
65996,0.795357406
65997,-0.705631137
65998,1.139041543
65999,-0.063633196
66000,2.464569807
66001,0.644779027
66002,0.433871776
66003,2.645987034
66004,0.385084927
66005,-0.090313241
66006,0.211649045
66007,0.830105484
66008,0.474063993
66009,2.922540903
66010,0.5135414
66011,1.819691181
66012,1.891781688
66013,0.393780351
66014,3.526984453
66015,2.866914272
66016,3.613569736
66017,-0.843970776
66018,3.201182127
66019,-0.12026795
66020,1.308593035
66021,0.222153336
66022,3.276755333
66023,2.27413702
66024,0.235170737
66025,0.57213217
66026,1.937405467
66027,3.975189209
66028,0.764863014
66029,-0.433673829
66030,1.006711721
66031,0.458372772
66032,2.194923639
66033,0.691045105
66034,0.264087349
66035,2.806461811
66036,0.324140191
66037,0.181218386
66038,0.20543617
66039,0.725769341
66040,0.49269855
66041,3.111836195
66042,0.448297739
66043,1.899520397
66044,1.874640346
66045,0.166144267
66046,3.469646692
66047,2.919188499
66048,3.904583454
66049,-0.210819811
66050,2.693397284
66051,-0.135134846
66052,1.30932045
66053,0.399904579
66054,3.262943983
66055,2.120020151
66056,0.342178673
66057,1.078542948
66058,1.981296659
66059,3.659729481
66060,0.601533771
66061,-0.564309895
66062,1.035487533
66063,0.099847764
66064,2.201889753
66065,0.725901663
66066,0.293272227
66067,2.936935663
66068,0.511852264
66069,-0.09937264
66070,0.347019106
66071,0.823693573
66072,0.42967093
66073,3.046430111
66074,0.400975853
66075,1.835651398
66076,1.90464437
66077,0.286180884
66078,3.544544458
66079,2.922748089
66080,3.767743826
66081,-0.560946524
66082,2.748909235
66083,-0.078382552
66084,1.049895644
66085,0.257794648
66086,3.580205441
66087,2.05057025
66088,0.401185602
66089,0.738182247
66090,1.641183019
66091,3.568796873
66092,0.550296605
66093,-0.632042348
66094,1.303362489
66095,0.269257635
66096,2.328181505
66097,0.681881726
66098,0.4079386
66099,2.744546175
66100,0.451058418
66101,-0.022668812
66102,0.097618185
66103,0.876710176
66104,0.575545967
66105,2.90651226
66106,0.449556381
66107,1.774601579
66108,1.926190495
66109,0.307111025
66110,3.647169352
66111,3.284107685
66112,3.479955912
66113,-0.521466017
66114,3.221801043
66115,0.14615187
66116,1.301998734
66117,0.308907896
66118,2.971826315
66119,2.174748659
66120,0.382444441
66121,0.491569281
66122,1.850002646
66123,3.332990646
66124,0.72426337
66125,-0.412861973
66126,1.050530195
66127,0.315878987
66128,2.297436476
66129,0.696170211
66130,0.403158039
66131,2.696684837
66132,0.389014095
66133,0.025721101
66134,0.130980939
66135,0.983573318
66136,0.5000211
66137,3.079678297
66138,0.492343456
66139,1.99112618
66140,1.921412587
66141,0.645107985
66142,3.217641354
66143,3.186764717
66144,3.770875216
66145,-0.121431418
66146,3.010846853
66147,-0.137236729
66148,1.407527685
66149,0.342476577
66150,3.302273512
66151,2.189003944
66152,0.475134999
66153,0.560351253
66154,1.849800944
66155,3.647954464
66156,0.584326625
66157,-0.302199543
66158,1.130268455
66159,0.004534397
66160,2.195656538
66161,0.631430686
66162,0.327660173
66163,2.702555895
66164,0.404836088
66165,-0.037128534
66166,0.290031105
66167,0.845373452
66168,0.675075531
66169,3.000612974
66170,0.47839871
66171,1.960839033
66172,1.906112671
66173,0.426050812
66174,3.225250721
66175,2.761389494
66176,3.595237494
66177,-0.08024212
66178,3.208672285
66179,-0.074193485
66180,1.247900724
66181,0.307753146
66182,3.261277914
66183,2.224994421
66184,0.432664186
66185,0.865332186
66186,2.418047428
66187,3.40855813
66188,0.719598472
66189,-0.770542204
66190,1.079224706
66191,0.050720334
66192,2.341444254
66193,0.80420655
66194,0.170985222
66195,2.680355787
66196,0.335601032
66197,0.003564714
66198,0.063354827
66199,0.680101395
66200,0.30978629
66201,2.972649336
66202,0.460965067
66203,2.023452997
66204,2.074812889
66205,0.227905244
66206,3.698233366
66207,2.681473255
66208,3.827251434
66209,-0.29788056
66210,2.847787857
66211,0.058042239
66212,1.151025176
66213,0.474441469
66214,3.523770571
66215,1.759119034
66216,0.426855594
66217,0.807911873
66218,1.795429111
66219,3.596727371
66220,0.667858303
66221,-0.335542917
66222,0.908512115
66223,0.074365608
66224,2.345477104
66225,0.760950387
66226,0.212809741
66227,2.902471781
66228,0.303925484
66229,0.095786877
66230,0.202030689
66231,0.947139442
66232,0.618809879
66233,3.165971518
66234,0.478679061
66235,1.992162704
66236,1.751418591
66237,0.527032316
66238,3.61798048
66239,3.188776016
66240,3.737236023
66241,-0.168633059
66242,2.496750593
66243,0.01882099
66244,1.241782546
66245,0.290801585
66246,3.460302591
66247,2.23083663
66248,0.307367742
66249,0.609995008
66250,1.432853818
66251,3.350208521
66252,0.93479836
66253,-0.529966772
66254,1.221400023
66255,0.103314504
66256,2.282402992
66257,0.752960086
66258,0.28730163
66259,2.910037041
66260,0.441765666
66261,-0.154678538
66262,-0.068314359
66263,0.784340203
66264,0.723203003
66265,3.107429266
66266,0.460013896
66267,1.904420257
66268,2.096098423
66269,0.192804039
66270,3.391961813
66271,2.764163017
66272,3.455891371
66273,-0.401508003
66274,2.650109529
66275,-0.123595782
66276,1.2318542
66277,0.300552756
66278,3.587054729
66279,2.208004475
66280,0.476954758
66281,0.754706919
66282,1.450437903
66283,3.632303715
66284,0.812264919
66285,-0.818247437
66286,1.065810561
66287,0.168659449
66288,2.401553869
66289,0.719964564
66290,0.352628767
66291,2.883424997
66292,0.283445626
66293,0.269541919
66294,0.156556427
66295,0.806999147
66296,0.593512475
66297,2.857847452
66298,0.449369997
66299,1.859343529
66300,2.167368174
66301,0.261524051
66302,3.817346811
66303,2.86935544
66304,3.579760551
66305,-0.724319637
66306,2.684898138
66307,0.16452992
66308,1.167654991
66309,0.229182333
66310,3.271514416
66311,2.036204815
66312,0.447612524
66313,0.775632918
66314,1.307167053
66315,3.723085403
66316,0.664167047
66317,-0.604433715
66318,1.184867144
66319,0.016728239
66320,2.310036898
66321,0.565214276
66322,0.319077134
66323,2.798354626
66324,0.271128535
66325,0.071046881
66326,0.005202912
66327,0.924915373
66328,0.48241812
66329,3.128781796
66330,0.317461431
66331,1.669828415
66332,2.022505283
66333,0.262969911
66334,3.423524141
66335,3.474929094
66336,3.538156986
66337,-0.699173629
66338,3.137495041
66339,0.064223707
66340,1.418423891
66341,0.40346545
66342,3.264489889
66343,1.928850412
66344,0.41225329
66345,0.890822828
66346,1.76759696
66347,3.860716581
66348,0.742275417
66349,-0.548750758
66350,1.27380383
66351,0.182226554
66352,2.212606192
66353,0.591123641
66354,0.206849217
66355,3.151106596
66356,0.363970608
66357,0.326691091
66358,-0.12966077
66359,0.7984097
66360,0.459482193
66361,2.818266392
66362,0.404153109
66363,1.976389289
66364,1.713512778
66365,0.459837079
66366,3.279597044
66367,2.841078758
66368,3.579060316
66369,-0.529705524
66370,2.826325417
66371,-0.017313024
66372,1.200258136
66373,0.269170433
66374,3.105801105
66375,2.385699034
66376,0.442432225
66377,0.876289964
66378,1.916707754
66379,3.490898848
66380,0.759060979
66381,-0.589118898
66382,1.081476212
66383,0.036280524
66384,2.151064873
66385,0.625553071
66386,0.27993691
66387,2.879221201
66388,0.289797157
66389,0.073040418
66390,-0.114217579
66391,1.057030797
66392,0.627246976
66393,3.081293821
66394,0.439485013
66395,1.597521305
66396,2.063673735
66397,0.307126015
66398,3.3967731
66399,2.744672775
66400,3.404313087
66401,-0.241551593
66402,2.850583792
66403,-0.131708652
66404,1.254884124
66405,0.331530601
66406,3.416458607
66407,2.029666424
66408,0.324524492
66409,1.013007998
66410,1.708271265
66411,3.552770853
66412,0.707992733
66413,-0.500132382
66414,1.115009427
66415,0.134001553
66416,2.26864171
66417,0.632520497
66418,0.408935606
66419,3.045898438
66420,0.32140559
66421,-0.124026641
66422,0.167511657
66423,0.87925607
66424,0.567193568
66425,3.195498705
66426,0.473419279
66427,2.08485055
66428,2.116333961
66429,0.43564871
66430,3.255090952
66431,2.856852531
66432,3.651855707
66433,-0.41374445
66434,2.994785786
66435,0.082675345
66436,1.249940157
66437,0.366897821
66438,3.690021753
66439,2.034127951
66440,0.330937833
66441,0.691455185
66442,1.515794158
66443,3.374494076
66444,0.895614326
66445,-0.170701087
66446,1.188946605
66447,-0.160957769
66448,2.407083273
66449,0.619715273
66450,0.408563673
66451,3.151636839
66452,0.272931516
66453,0.019059325
66454,0.006597682
66455,0.807551086
66456,0.515609264
66457,2.928182125
66458,0.511538744
66459,1.774813533
66460,2.357560158
66461,0.329790801
66462,3.310116768
66463,2.90632987
66464,3.839579821
66465,-0.641553462
66466,2.881136894
66467,0.048108172
66468,1.19886291
66469,0.372953862
66470,3.310088634
66471,2.18035388
66472,0.414687306
66473,0.451943576
66474,2.299006939
66475,3.614454508
66476,0.92842871
66477,-0.503296018
66478,1.151145577
66479,-0.08768256
66480,2.467350245
66481,0.668047786
66482,0.169780865
66483,3.167240858
66484,0.338340878
66485,-0.12606734
66486,-0.051065568
66487,0.744262815
66488,0.519782066
66489,3.218645573
66490,0.523591816
66491,1.878476977
66492,1.989924908
66493,0.318677574
66494,3.496973991
66495,2.837249994
66496,3.648948431
66497,-0.586848795
66498,2.698579073
66499,-0.106756724
66500,1.295795441
66501,0.247255161
66502,3.834872723
66503,2.347104311
66504,0.293805897
66505,0.707741797
66506,1.681156516
66507,3.607094049
66508,0.67682004
66509,-0.286137998
66510,0.926136971
66511,0.805868983
66512,2.493400335
66513,0.727738202
66514,0.461922795
66515,2.868505716
66516,0.24218154
66517,-0.028567245
66518,0.186341316
66519,0.736313939
66520,0.712507963
66521,3.082733631
66522,0.5076648
66523,1.827867866
66524,1.966666937
66525,0.548505425
66526,3.439712286
66527,3.030500412
66528,3.746370316
66529,-0.846613646
66530,2.742290735
66531,0.085824475
66532,1.41551137
66533,0.174233004
66534,3.039339781
66535,2.225419283
66536,0.569465578
66537,0.912275314
66538,1.504794002
66539,3.659483194
66540,0.61662066
66541,-0.396165252
66542,1.241275907
66543,0.033656243
66544,2.431313753
66545,0.940354407
66546,0.474659622
66547,2.799351454
66548,0.449285716
66549,-0.111240149
66550,-0.061675459
66551,1.122615933
66552,0.482745737
66553,3.23266077
66554,0.451055318
66555,1.969039798
66556,2.112478733
66557,0.26247865
66558,3.623664379
66559,3.103076458
66560,3.955898762
66561,-0.490506291
66562,2.512531281
66563,-0.012391022
66564,1.199319363
66565,0.210054621
66566,3.136546373
66567,2.140750647
66568,0.397516549
66569,0.8758443
66570,1.782864571
66571,3.515421391
66572,0.945015132
66573,-0.374905288
66574,1.188150048
66575,0.169681266
66576,2.197973967
66577,0.739156842
66578,0.239110112
66579,3.01911211
66580,0.280366927
66581,0.14175722
66582,0.116970323
66583,0.949330568
66584,0.608483613
66585,3.224695206
66586,0.419658393
66587,1.815924525
66588,2.1945436
66589,0.476601779
66590,3.482405424
66591,3.056196213
66592,3.732303381
66593,-0.716381431
66594,2.749908686
66595,-0.005428418
66596,1.18035686
66597,0.296569735
66598,3.315341234
66599,2.214537621
66600,0.465544075
66601,0.89608103
66602,1.639044523
66603,3.492243528
66604,0.639578223
66605,-0.499367297
66606,1.022539377
66607,0.279137671
66608,2.314108372
66609,0.702548027
66610,0.285045803
66611,2.6870749
66612,0.27016595
66613,-0.196914449
66614,-0.023200218
66615,0.709198177
66616,0.495156556
66617,3.436313391
66618,0.392643422
66619,1.556996346
66620,2.072619677
66621,0.293150395
66622,3.585122585
66623,3.15745759
66624,3.787026882
66625,-0.811932683
66626,2.561480045
66627,0.112448566
66628,1.200153112
66629,0.251770556
66630,3.380788803
66631,1.96628356
66632,0.403202534
66633,0.610180676
66634,1.960845709
66635,3.384013653
66636,0.726735711
66637,-0.5508039
66638,1.399980426
66639,0.047442712
66640,2.445871353
66641,0.668848395
66642,0.418923676
66643,2.976966858
66644,0.460036248
66645,-0.070857175
66646,0.034829441
66647,0.671057045
66648,0.425186992
66649,2.999014378
66650,0.392558753
66651,1.757410049
66652,2.219935894
66653,0.110728376
66654,3.322777748
66655,3.013021708
66656,3.764489889
66657,-0.695304513
66658,2.899007082
66659,-0.136871994
66660,1.163802028
66661,0.168763563
66662,3.30788064
66663,2.207510948
66664,0.285050809
66665,0.837498784
66666,1.874708891
66667,3.684833765
66668,0.755111337
66669,-0.534964263
66670,1.457742453
66671,0.590498686
66672,2.372478247
66673,0.821227908
66674,0.267220706
66675,2.883586645
66676,0.389974684
66677,-0.178586274
66678,-0.011039233
66679,0.704540551
66680,0.431577504
66681,2.97659874
66682,0.42116791
66683,2.020061255
66684,1.865781784
66685,0.302664101
66686,3.447252989
66687,2.658640385
66688,4.067195415
66689,-0.412260711
66690,2.706627607
66691,0.309928775
66692,1.326700211
66693,0.357859284
66694,3.288298368
66695,2.307479382
66696,0.347643852
66697,0.927745581
66698,1.692551136
66699,3.71813798
66700,0.809785068
66701,-0.476052672
66702,1.207202315
66703,-0.313380718
66704,2.307184458
66705,0.631146908
66706,0.372599721
66707,2.978784084
66708,0.350854218
66709,0.071262933
66710,0.00818882
66711,0.914384663
66712,0.452981114
66713,3.012931108
66714,0.448982865
66715,1.95256424
66716,2.282413006
66717,0.417459577
66718,3.172860622
66719,2.821782112
66720,3.595296383
66721,-0.703194499
66722,2.98125267
66723,0.130991489
66724,1.132052183
66725,0.2627244
66726,3.403126717
66727,2.238918781
66728,0.56194526
66729,0.583572745
66730,1.692644715
66731,3.387256622
66732,0.957143962
66733,-0.471168697
66734,0.877866924
66735,0.020791169
66736,2.384120941
66737,0.683685422
66738,0.237825587
66739,3.044213772
66740,0.409180671
66741,-0.137936935
66742,-0.043411866
66743,0.758057177
66744,0.522937417
66745,3.202746391
66746,0.455299139
66747,1.846908212
66748,1.973756194
66749,0.519231439
66750,3.349986553
66751,2.974935293
66752,3.816323519
66753,-0.476545364
66754,2.818250895
66755,0.008897417
66756,1.164733171
66757,0.171410412
66758,3.522382975
66759,1.927034378
66760,0.385728955
66761,0.986964166
66762,1.835706115
66763,3.144854546
66764,0.761839509
66765,-0.596912265
66766,1.320911646
66767,0.106539771
66768,2.207236052
66769,0.708529532
66770,0.31687969
66771,2.705359221
66772,0.418275446
66773,-0.023214666
66774,0.127208069
66775,0.714583099
66776,0.449605018
66777,2.905847549
66778,0.318312079
66779,1.73330617
66780,2.073475361
66781,0.110193789
66782,3.535210371
66783,2.873342514
66784,3.730012178
66785,-0.660764098
66786,2.901945114
66787,-0.019346153
66788,1.232951522
66789,0.073069267
66790,3.528295279
66791,2.404755831
66792,0.486830086
66793,0.572780907
66794,2.127722263
66795,3.782346487
66796,0.557083368
66797,-0.694896162
66798,1.057251096
66799,0.108779602
66800,2.36754632
66801,0.659266651
66802,0.483969897
66803,3.049524069
66804,0.368382215
66805,-0.014507334
66806,0.07296107
66807,1.107603669
66808,0.504728496
66809,3.062708378
66810,0.388737947
66811,2.090790033
66812,1.937980175
66813,0.229957804
66814,3.314864874
66815,2.949763775
66816,4.095950603
66817,-0.693858385
66818,2.778664112
66819,-0.009471869
66820,1.157124281
66821,0.230251402
66822,3.478935957
66823,2.430560112
66824,0.284633458
66825,0.812329888
66826,1.492414951
66827,4.03270483
66828,0.688051283
66829,-0.561333001
66830,1.094909072
66831,0.095379576
66832,2.459151268
66833,0.662500322
66834,0.197780132
66835,2.857680559
66836,0.258413196
66837,0.297627449
66838,-0.0319965
66839,0.920770824
66840,0.271594554
66841,3.162046909
66842,0.43061465
66843,1.934341073
66844,2.094581127
66845,0.377168238
66846,3.480552673
66847,2.863597393
66848,3.940140247
66849,-0.564282238
66850,3.18441391
66851,0.097586922
66852,1.188042045
66853,0.486030728
66854,3.107789993
66855,2.243040323
66856,0.304072917
66857,0.790436804
66858,1.822170496
66859,3.814719915
66860,0.578480184
66861,-0.440549523
66862,1.279998183
66863,-0.029584797
66864,2.397465467
66865,0.668752432
66866,0.352992773
66867,3.038227081
66868,0.299213827
66869,-0.11127542
66870,-0.257076621
66871,0.723891854
66872,0.426454842
66873,2.980004311
66874,0.426241487
66875,2.103503466
66876,2.048013687
66877,0.16530329
66878,3.349185228
66879,2.915615082
66880,3.603026628
66881,-0.169030473
66882,2.706973314
66883,-0.079470769
66884,1.270911217
66885,0.239216343
66886,3.476281404
66887,2.213059664
66888,0.477086097
66889,0.914574623
66890,1.710092664
66891,3.814789295
66892,0.955704093
66893,-0.66124028
66894,1.068740606
66895,0.038518436
66896,2.174423456
66897,0.668588638
66898,0.440788865
66899,3.05904007
66900,0.376458973
66901,0.007131374
66902,-0.140366033
66903,0.840039134
66904,0.448800057
66905,3.117026329
66906,0.430219442
66907,1.958118558
66908,2.013264894
66909,0.079634063
66910,3.860822678
66911,2.967683554
66912,3.875146151
66913,-0.806475639
66914,2.284939528
66915,0.415835589
66916,1.220419526
66917,0.08739692
66918,3.513254404
66919,2.257139444
66920,0.286420137
66921,0.807026863
66922,1.541477442
66923,3.937803984
66924,0.783646643
66925,-0.5887326
66926,1.376670599
66927,0.23022227
66928,2.403881073
66929,0.629606128
66930,0.309001058
66931,2.951482534
66932,0.474855691
66933,-0.318617672
66934,-0.101474762
66935,0.962685227
66936,0.552505732
66937,2.990265846
66938,0.437870353
66939,1.935615301
66940,1.82876122
66941,0.111715384
66942,3.285385847
66943,2.985972404
66944,3.571928024
66945,-0.445849031
66946,2.883602381
66947,-0.054344885
66948,1.28941524
66949,0.113470264
66950,3.326683998
66951,2.260087967
66952,0.314183861
66953,1.157528043
66954,1.617877007
66955,3.215487719
66956,0.593068898
66957,-0.742004752
66958,1.35155344
66959,-0.041785836
66960,2.343502045
66961,0.723092973
66962,0.321195543
66963,2.679657459
66964,0.458088428
66965,0.077677183
66966,0.138792261
66967,0.785020888
66968,0.485909969
66969,2.983141422
66970,0.376237988
66971,2.021165848
66972,1.948595762
66973,0.357317597
66974,3.678407192
66975,2.65983963
66976,3.425227404
66977,-0.399688691
66978,2.949584007
66979,0.147799194
66980,1.044474602
66981,0.408879101
66982,2.728103161
66983,1.892182112
66984,0.548444748
66985,0.983294427
66986,1.738821507
66987,3.61385107
66988,0.782406807
66989,-0.556492627
66990,1.094841599
66991,-0.050765295
66992,2.249403477
66993,0.70102191
66994,0.296956301
66995,2.847239494
66996,0.335442245
66997,-0.129394367
66998,0.083991833
66999,0.914228559
67000,0.430340677
67001,3.133591413
67002,0.356929451
67003,1.929828644
67004,1.958005309
67005,0.211795539
67006,3.537144899
67007,2.798427582
67008,3.688379288
67009,-0.9181903
67010,2.965652943
67011,-0.055111147
67012,1.090823531
67013,0.375040621
67014,3.323822975
67015,2.156183243
67016,0.594965875
67017,0.574536622
67018,1.744927049
67019,3.507451057
67020,0.773077011
67021,-0.614516318
67022,1.363975286
67023,0.003992165
67024,2.34761548
67025,0.742493987
67026,0.364981472
67027,2.932548761
67028,0.371887386
67029,0.032721996
67030,0.25366497
67031,0.916389585
67032,0.568578184
67033,3.022087336
67034,0.409137547
67035,1.825533867
67036,1.962342024
67037,0.272148848
67038,3.202151775
67039,2.678324938
67040,3.792439461
67041,-0.581524074
67042,2.982029676
67043,-0.043742582
67044,1.128786325
67045,0.106041513
67046,3.51674366
67047,2.085939169
67048,0.323239356
67049,0.852321625
67050,1.840400219
67051,3.583532333
67052,0.761478961
67053,-0.292008281
67054,1.357140303
67055,0.026270509
67056,2.156200886
67057,0.630465746
67058,0.416494519
67059,3.174376965
67060,0.385741472
67061,-0.065934852
67062,-0.146678925
67063,0.882962883
67064,0.640991151
67065,3.173720837
67066,0.450056344
67067,2.390506983
67068,1.924834251
67069,0.392235786
67070,3.524949074
67071,2.829174995
67072,3.403647184
67073,-0.78205508
67074,2.729522705
67075,0.012933413
67076,1.218408227
67077,0.20498997
67078,3.404567003
67079,2.217164278
67080,0.36608091
67081,1.159937263
67082,1.631250381
67083,3.550540447
67084,0.827579081
67085,-0.133625567
67086,1.154244304
67087,0.045822598
67088,2.386117935
67089,0.679986537
67090,0.275500327
67091,3.157962799
67092,0.301742345
67093,0.005618167
67094,-0.029448735
67095,0.633574367
67096,0.582895815
67097,3.066571951
67098,0.40302822
67099,1.840812445
67100,2.098760605
67101,0.676301718
67102,3.602448463
67103,2.743644714
67104,3.574649572
67105,-0.924348652
67106,3.009145737
67107,0.089447975
67108,1.076550007
67109,0.296070457
67110,3.140599251
67111,2.099402666
67112,0.413241267
67113,0.590528429
67114,2.510537624
67115,3.906798124
67116,1.000979066
67117,-0.545169652
67118,0.982183754
67119,-0.197070345
67120,2.375683546
67121,0.74930793
67122,0.251451939
67123,2.787437916
67124,0.340624005
67125,0.235774577
67126,-0.064299203
67127,0.853610516
67128,0.306926966
67129,3.070961714
67130,0.42390573
67131,1.993765593
67132,2.068402052
67133,0.605924129
67134,3.547189236
67135,3.036411762
67136,4.030517578
67137,-0.44668439
67138,2.909328222
67139,0.097509794
67140,1.383624434
67141,0.326446235
67142,3.310909271
67143,2.452245951
67144,0.43753317
67145,0.722559571
67146,2.046809673
67147,3.492189407
67148,0.765355825
67149,-0.150770947
67150,1.080081105
67151,-0.145937562
67152,2.508022308
67153,0.59005338
67154,0.431475371
67155,2.901444912
67156,0.299763709
67157,0.045082103
67158,-0.102122501
67159,0.977088034
67160,0.430232018
67161,3.11946106
67162,0.486738533
67163,2.435452938
67164,2.012483358
67165,0.517403066
67166,3.550236225
67167,2.961726904
67168,3.927100658
67169,-0.503073394
67170,2.774872303
67171,0.008701351
67172,0.948979616
67173,0.379881501
67174,3.481694937
67175,2.424144268
67176,0.46869567
67177,0.699705899
67178,1.815224409
67179,3.65936923
67180,0.705280781
67181,-0.651353419
67182,0.957386613
67183,-0.061432566
67184,2.414260864
67185,0.666420221
67186,0.411366731
67187,2.949365377
67188,0.291143954
67189,0.028728679
67190,0.012152647
67191,0.845759571
67192,0.526977777
67193,3.071715117
67194,0.527948797
67195,2.18108654
67196,1.84087801
67197,0.070828572
67198,3.409106731
67199,3.072190285
67200,3.51615715
67201,-0.617985606
67202,3.04262042
